0xff8f,#_GETASSIGN,int,c,0,,l,const char *,buffer1,l,char *,buffer2,,,,,,,,,,,,,,,,仮想ドライブ/ディレクトリの割り当ての収得
0xff8f,#_MAKEASSIGN,int,c,1,,l,const char *,buffer1,l,const char *,buffer2,w,int,mode,,,,,,,,,,,,,仮想ドライブ/ディレクトリの割り当ての設定
0xff8f,#_RASSIGN,int,c,4,,l,const char *,buffer1,,,,,,,,,,,,,,,,,,,仮想ドライブ/ディレクトリの割り当ての解除
0xffaa,_FFLUSH_SET,int,w,int,mode,,,,,,,,,,,,,,,,,,,,,,FFLUSH モードの設定
0xffab,_OS_PATCH,void *,w,int,patch_no,l,void *,patch_adr,,,,,,,,,,,,,,,,,,,OS 内部処理切り換え(システム専用コール)
0xffac,_GET_FCB_ADR,union dos_fcb *,w,int,fileno,,,,,,,,,,,,,,,,,,,,,,FCB ポインタ収得
0xffad,_S_MALLOC,void *,w,int,md,l,int,len,,,,,,,,,,,,,,,,,,,メインメモリ管理下メモリブロック確保
0xffad,#_S_MALLOC0,void *,w|0x8000,int,md,l,int,len,l,void *,ptr,,,,,,,,,,,,,,,,メインメモリ管理下メモリブロック確保
0xffae,_S_MFREE,int,l,void *,memptr,,,,,,,,,,,,,,,,,,,,,,メインメモリ管理下メモリブロック解放
0xffaf,_S_PROCESS,int,w,int,id,l,int,start,l,int,length,l,int,i_len,,,,,,,,,,,,,サブメモリ管理設定
0xfff0,_EXITVC,,,,,,,,,,,,,,,,,,,,,,,,,,(プログラム終了時の実行アドレス)
0xfff0,#_RETSHELL,!void,,,,,,,,,,,,,,,,,,,,,,,,,プログラム終了
0xfff1,_CTRLVC,,,,,,,,,,,,,,,,,,,,,,,,,,(CTRL+Cによるアボート時の実行アドレス)
0xfff1,#_CTLABORT,!void,,,,,,,,,,,,,,,,,,,,,,,,,CTRL+Cによるアボート
0xfff2,_ERRVC,,,,,,,,,,,,,,,,,,,,,,,,,,(エラーによるアボート時の実行アドレス)
0xfff2,#_ERRABORT,!void,,,,,,,,,,,,,,,,,,,,,,,,,エラーによるアボート
0xfff3,_DISKRED,void,l,void *,buffer,w,int,drive,w,int,sect,w,int,sectlen,,,,,,,,,,,,,ブロックデバイス直接入力
0xfff3,#_DISKRED2,void,l|0x80000000,void *,buffer,w,int,drive,l,int,sect,l,int,sectlen,,,,,,,,,,,,,ブロックデバイス直接入力
0xfff4,_DISKWRT,void,l,const void *,buffer,w,int,drive,w,int,sect,w,int,sectlen,,,,,,,,,,,,,ブロックデバイス直接出力
0xfff4,#_DISKWRT2,void,l|0x80000000,const void *,buffer,w,int,drive,l,int,sect,l,int,sectlen,,,,,,,,,,,,,ブロックデバイス直接出力
0xfff5,_INDOSFLG,struct dos_indos *,,,,,,,,,,,,,,,,,,,,,,,,,OS ワークポインタ収得
0xfff6,_SUPER_JSR,void,l,void (*%)(void),jobadr,l,struct dos_dregs *,inregs,l,struct dos_dregs *,outregs,,,,,,,,,,,,,,,,サブルーチンコール
0xfff7,_BUS_ERR,int,l,void *,s_adr,l,void *,d_adr,w,int,size,,,,,,,,,,,,,,,,バスエラー発生検査
0xfff7,#_MEMCPY,int,l,void *,s_adr,l,void *,d_adr,w,int,size,,,,,,,,,,,,,,,,バスエラー発生検査
0xfff8,_OPEN_PR,int,l,const char *,name,w,int,count,l,int,init_usp,l,int,init_ssp,w,int,init_sr,l,int,init_pc,l,struct dos_prcctrl *,buffer,l,long,sleep_time,バックグラウンドタスク登録
0xfff9,_KILL_PR,int,,,,,,,,,,,,,,,,,,,,,,,,,自己プロセス削除
0xfffa,_GET_PR,int,w,int,id,l,struct dos_prcptr *,buffer,,,,,,,,,,,,,,,,,,,スレッド管理情報収得
0xfffb,_SUSPEND_PR,int,w,int,id,,,,,,,,,,,,,,,,,,,,,,スレッド強制スリープ
0xfffc,_SLEEP_PR,int,l,long,time,,,,,,,,,,,,,,,,,,,,,,スリープ
0xfffd,_SEND_PR,int,w,int,my_id,w,int,your_id,w,int,cmdno,l,char *,buffer,l,long,len,,,,,,,,,,スレッドコマンド/データ送信
0xfffe,_TIME_PR,long,,,,,,,,,,,,,,,,,,,,,,,,,タイマカウンタ値収得
0xffff,_CHANGE_PR,void,,,,,,,,,,,,,,,,,,,,,,,,,実行権放棄
